0	0.696623	0.0212767	0.320686	0.00530935	-0.0238102	0.00900327	0.00562732	0.0935607	0.121751	0.325031	0.0151829	0.61693	0.234354	-0.0970371	0.64343	0.236041	0.114569	0.671549	0.172142	-0.139461	0.462069	0.178307	-0.154225	0.151757	0.192449	-0.0628283	0.18788	0.42572	-0.132704	0.0612502	0.342557	-0.127877	0.00552522	0.405248	-0.185037	-0.00658973	0.124155	0.195079	0.449728	0.0817768	0.122284	0.161825	0.104462	0.22242	0.137768	0.288179	0.177669	0.0631272	0.284519	0.0982393	0.0320627	0.326032	0.154038	0.00679357	0.0218072	-0.139999	0.081273	-4.05492e-017	-0.16845	0.00153804	0.153433	-0.141303	-0.279526	0.207967	-0.124325	-0.716356	0.15581	-0.052615	-0.735948	0.353681	-0.0673191	-0.664003	0.331128	-0.00185012	-0.598945	0.0113053	0.133864	0.074521	-6.78711e-017	0.175023	0.00203001	0.167422	0.154328	-0.270041	0.253667	0.106754	-0.718086	0.199507	0.0347435	-0.706792	0.406996	0.0607089	-0.67817	0.39724	0.0173907	-0.594171	0.0923498	0.023942	0.486295	0.0429856	0.0109292	0.338823	-0.0455966	5.59448e-017	0.142313	0.201605	0.0342293	0.414131	0.173538	0.0287053	0.335099
1	0.696852	0.0226281	0.323767	0.00266388	-0.0220643	0.00919704	-0.00184285	0.0979577	0.10747	0.326463	0.0167326	0.615836	0.235287	-0.0949851	0.642743	0.238133	0.116648	0.670559	0.173918	-0.13748	0.461977	0.178868	-0.153905	0.151624	0.193643	-0.0623914	0.187194	0.426898	-0.13172	0.0638791	0.345844	-0.132255	0.00493199	0.411505	-0.186725	-0.00318477	0.124509	0.196814	0.448623	0.0793344	0.122914	0.161305	0.102726	0.222745	0.136663	0.287315	0.176446	0.0642238	0.282421	0.0976851	0.031663	0.325625	0.152961	0.00813839	0.0218072	-0.139999	0.081273	1.68051e-017	-0.16845	0.00153804	0.153896	-0.141337	-0.279269	0.209641	-0.124101	-0.716005	0.157793	-0.0521705	-0.735611	0.355437	-0.0677085	-0.663219	0.332968	-0.00225624	-0.598114	0.0113053	0.133864	0.074521	2.4503e-017	0.175023	0.00203001	0.167811	0.154386	-0.269792	0.256264	0.106496	-0.717465	0.201782	0.0346996	-0.706354	0.409286	0.059826	-0.677101	0.399104	0.0165239	-0.593144	0.0935331	0.0256773	0.485896	0.0437308	0.0119412	0.338638	-0.0455966	-3.77302e-017	0.142313	0.202503	0.0361599	0.413331	0.174195	0.0302416	0.334414
2	0.697118	0.02364	0.327137	3.85655e-005	-0.0191945	0.00948724	-0.0073265	0.109895	0.0964003	0.327596	0.0183509	0.614928	0.235867	-0.0928162	0.642235	0.239925	0.118851	0.66964	0.175345	-0.135453	0.462053	0.179149	-0.154258	0.151629	0.194165	-0.0624794	0.186406	0.42739	-0.13022	0.0666765	0.349111	-0.137114	0.00447029	0.417993	-0.187969	0.00082216	0.124837	0.198625	0.447469	0.0775046	0.123675	0.160641	0.101653	0.223196	0.135478	0.287091	0.175282	0.0654243	0.281041	0.097241	0.0313593	0.325846	0.151955	0.00957935	0.0218072	-0.139999	0.081273	-2.38524e-017	-0.16845	0.00153804	0.154493	-0.141291	-0.278943	0.211606	-0.123752	-0.715531	0.160063	-0.0516189	-0.735194	0.357453	-0.0679282	-0.662282	0.335034	-0.00247455	-0.597162	0.0113053	0.133864	0.074521	-8.82541e-017	0.175023	0.00203001	0.168294	0.154538	-0.269471	0.25908	0.106421	-0.716745	0.204296	0.0348239	-0.705833	0.4118	0.0591642	-0.675923	0.401195	0.0158675	-0.592016	0.0945083	0.0275457	0.485528	0.0443443	0.0130489	0.338465	-0.0455966	4.16334e-017	0.142313	0.203244	0.0380759	0.412619	0.174738	0.0317449	0.333805
3	0.697419	0.0244048	0.330982	-0.00195929	-0.0156568	0.0096766	-0.011806	0.125073	0.0889594	0.32843	0.0199727	0.61424	0.236099	-0.0906079	0.641895	0.241394	0.121093	0.668822	0.176475	-0.13343	0.462257	0.179037	-0.155138	0.151747	0.194084	-0.0630015	0.185551	0.426911	-0.128401	0.0692563	0.352071	-0.142309	0.00406303	0.424067	-0.188781	0.00517609	0.125131	0.200458	0.446302	0.0762567	0.12446	0.159891	0.101184	0.223666	0.134253	0.287421	0.174099	0.0666845	0.28029	0.0968223	0.0311195	0.326588	0.150946	0.0110548	0.0218072	-0.139999	0.081273	-7.18826e-017	-0.16845	0.00153804	0.155251	-0.141222	-0.278527	0.213995	-0.123383	-0.714902	0.162754	-0.0510675	-0.734684	0.359845	-0.0680761	-0.661126	0.337423	-0.00259612	-0.596032	0.0113053	0.133864	0.074521	-1.00397e-016	0.175023	0.00203001	0.168909	0.154739	-0.26906	0.262247	0.106412	-0.71588	0.207175	0.0350045	-0.705183	0.414662	0.058601	-0.674565	0.403622	0.0153082	-0.590712	0.0952989	0.029477	0.485188	0.0448413	0.0142064	0.338304	-0.0455966	4.77049e-018	0.142313	0.203846	0.0399434	0.411989	0.175179	0.0331937	0.333269
4	0.697741	0.0249681	0.335309	-0.00288516	-0.012171	0.00958516	-0.0162611	0.137565	0.0831785	0.32896	0.0215424	0.613793	0.235987	-0.0884334	0.641705	0.242515	0.123296	0.668137	0.177361	-0.131454	0.462548	0.178437	-0.156301	0.151963	0.193496	-0.0637822	0.1847	0.425265	-0.126418	0.0712753	0.354422	-0.147618	0.00362541	0.429138	-0.189168	0.00957038	0.125345	0.202259	0.445169	0.0754681	0.125157	0.159139	0.101159	0.22405	0.133048	0.288116	0.172834	0.0679615	0.279983	0.096358	0.0309114	0.327648	0.149881	0.0125074	0.0218072	-0.139999	0.081273	-8.99888e-018	-0.16845	0.00153804	0.156148	-0.141157	-0.27803	0.216794	-0.123035	-0.714126	0.165857	-0.0505553	-0.734092	0.362598	-0.0681949	-0.659747	0.340117	-0.00266486	-0.594725	0.0113053	0.133864	0.074521	8.2833e-017	0.175023	0.00203001	0.169649	0.154962	-0.268566	0.265763	0.106417	-0.71487	0.210411	0.0351912	-0.704401	0.417864	0.0580757	-0.673019	0.406372	0.014788	-0.589224	0.0959106	0.0314	0.484883	0.0452262	0.0153655	0.338158	-0.0455966	1.82146e-017	0.142313	0.204309	0.0417425	0.411447	0.175518	0.0345803	0.332808
5	0.698059	0.0253284	0.339934	-0.00259849	-0.0093302	0.00913465	-0.0208133	0.141987	0.0772271	0.329174	0.0230314	0.613594	0.235542	-0.0863457	0.641659	0.243254	0.125403	0.667611	0.17804	-0.129557	0.4629	0.177441	-0.157385	0.152275	0.192706	-0.0645421	0.183984	0.422572	-0.124438	0.0724997	0.35603	-0.152726	0.00309758	0.432873	-0.18917	0.0136458	0.125405	0.203983	0.444125	0.0749476	0.125688	0.158475	0.101343	0.224276	0.131936	0.288923	0.17147	0.0692261	0.279875	0.0958267	0.0307071	0.328771	0.148762	0.0138968	0.0218072	-0.139999	0.081273	6.1149e-017	-0.16845	0.00153804	0.157116	-0.141097	-0.277489	0.219846	-0.122686	-0.713252	0.16921	-0.0500589	-0.733448	0.36556	-0.0682683	-0.658214	0.342976	-0.00267268	-0.593294	0.0113053	0.133864	0.074521	-3.29597e-017	0.175023	0.00203001	0.170454	0.155206	-0.268023	0.269471	0.106442	-0.713765	0.213852	0.0353897	-0.703536	0.421255	0.0575987	-0.671351	0.409305	0.014317	-0.587617	0.0963258	0.0332468	0.484622	0.0454896	0.0164798	0.338033	-0.0455966	3.55618e-017	0.142313	0.204615	0.0434618	0.411008	0.17574	0.035904	0.332437
6	0.698351	0.0254911	0.344528	-0.00129093	-0.00739285	0.00841907	-0.0244074	0.135335	0.0718024	0.329084	0.0244349	0.613617	0.234817	-0.0843773	0.641752	0.243613	0.127385	0.667245	0.178549	-0.127775	0.463283	0.176336	-0.15796	0.152674	0.192233	-0.0649459	0.183558	0.419319	-0.122685	0.0728588	0.356982	-0.15732	0.00243721	0.435282	-0.188944	0.0170463	0.125246	0.205584	0.443224	0.0745221	0.125994	0.15798	0.101521	0.224295	0.130985	0.28962	0.170015	0.0704583	0.279756	0.0952351	0.0304825	0.329733	0.147619	0.0151945	0.0218072	-0.139999	0.081273	8.39172e-017	-0.16845	0.00153804	0.158059	-0.141031	-0.276957	0.222893	-0.122303	-0.712359	0.172549	-0.0495428	-0.732803	0.368494	-0.0682712	-0.656647	0.345783	-0.0026039	-0.591844	0.0113053	0.133864	0.074521	8.80372e-017	0.175023	0.00203001	0.171236	0.155472	-0.267489	0.27311	0.106504	-0.712662	0.217243	0.035614	-0.702667	0.424588	0.0571978	-0.66969	0.412193	0.0139238	-0.586017	0.0965309	0.0349533	0.484419	0.045624	0.0175052	0.337933	-0.0455966	-8.67362e-019	0.142313	0.204748	0.0450883	0.410687	0.175832	0.0371623	0.332167
7	0.698601	0.0255367	0.348711	0.000553998	-0.00636324	0.00759198	-0.025495	0.117491	0.0709043	0.328759	0.0257395	0.613803	0.233918	-0.082565	0.641967	0.243653	0.12921	0.667007	0.178941	-0.126154	0.463659	0.175459	-0.157672	0.15312	0.192629	-0.0647252	0.183522	0.416149	-0.121423	0.0724133	0.357469	-0.161229	0.00158365	0.436615	-0.188797	0.0194787	0.124854	0.207011	0.442504	0.0741393	0.125979	0.157731	0.1016	0.224016	0.13025	0.290105	0.168434	0.0716333	0.279535	0.0945394	0.0302162	0.330434	0.146433	0.016367	0.0218072	-0.139999	0.081273	-9.70361e-017	-0.16845	0.00153804	0.158882	-0.140965	-0.276492	0.22564	-0.121905	-0.711537	0.175575	-0.0490195	-0.73222	0.371133	-0.0682364	-0.655194	0.348306	-0.00249491	-0.590507	0.0113053	0.133864	0.074521	4.85723e-017	0.175023	0.00203001	0.171908	0.155734	-0.267023	0.276388	0.106569	-0.711665	0.220293	0.0358301	-0.701876	0.427584	0.0568374	-0.668194	0.414787	0.0135789	-0.584573	0.0965484	0.0364522	0.484274	0.0456443	0.0183975	0.337861	-0.0455966	4.0766e-017	0.142313	0.204722	0.0465941	0.41048	0.175804	0.0383391	0.331995
8	0.698802	0.0256516	0.35214	0.00233811	-0.00614068	0.00663695	-0.0231231	0.091264	0.0799146	0.328311	0.0268855	0.614077	0.232978	-0.0809809	0.642261	0.243493	0.130809	0.666855	0.1793	-0.124758	0.463965	0.175069	-0.156379	0.153536	0.194259	-0.063806	0.18387	0.41361	-0.120872	0.0713138	0.357707	-0.164475	0.000473144	0.437248	-0.18906	0.0207995	0.124272	0.2082	0.441992	0.0739054	0.125453	0.157824	0.101642	0.223255	0.129787	0.290434	0.166577	0.0727177	0.279268	0.0935757	0.0298976	0.330915	0.145065	0.0173706	0.0218072	-0.139999	0.081273	1.64799e-017	-0.16845	0.00153804	0.159506	-0.140934	-0.276134	0.227827	-0.121587	-0.710864	0.178035	-0.048576	-0.731759	0.373249	-0.0682878	-0.65399	0.350353	-0.00246472	-0.58941	0.0113053	0.133864	0.074521	8.67362e-019	0.175023	0.00203001	0.172416	0.155926	-0.26667	0.279066	0.106517	-0.710862	0.222753	0.0359311	-0.701219	0.430013	0.0563743	-0.667001	0.416883	0.0131507	-0.583414	0.0964484	0.0376647	0.484182	0.0455943	0.0191062	0.337814	-0.0455966	-1.30104e-018	0.142313	0.204592	0.0479307	0.410361	0.175697	0.039401	0.331897
9	0.698951	0.0260956	0.354611	0.00350609	-0.00665287	0.00539544	-0.0174182	0.0621242	0.101965	0.327874	0.0277649	0.61437	0.232129	-0.0797323	0.642568	0.243282	0.132072	0.666753	0.179741	-0.123658	0.464124	0.175328	-0.15423	0.153824	0.197218	-0.0623639	0.184477	0.412033	-0.121102	0.0697973	0.358014	-0.167258	-0.000887506	0.437683	-0.1899	0.0211245	0.123578	0.209081	0.441704	0.0740374	0.124155	0.158377	0.101818	0.221744	0.12965	0.290769	0.164205	0.0736771	0.279109	0.0920749	0.0295327	0.331318	0.143264	0.0181606	0.0218072	-0.139999	0.081273	-8.33751e-017	-0.16845	0.00153804	0.159893	-0.140994	-0.275906	0.229295	-0.121503	-0.710389	0.179786	-0.0483506	-0.731464	0.374711	-0.0686172	-0.653116	0.351827	-0.00269385	-0.588634	0.0113053	0.133864	0.074521	6.59195e-017	0.175023	0.00203001	0.172758	0.155961	-0.266443	0.281033	0.106173	-0.710289	0.22449	0.0357627	-0.700706	0.43176	0.0555835	-0.666184	0.418372	0.0124283	-0.582603	0.0963375	0.0385088	0.484126	0.04554	0.0195797	0.337786	-0.0455966	-4.94396e-017	0.142313	0.204442	0.0490437	0.410286	0.175573	0.0403098	0.331835
